sname,date,location,town,province,country,seen,heard,ringed,dead,photo,male,female,adult,immature,breeding,eggs,nonbreeding,nest,chicks,comments
Alcedo semitorquata,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Amblyospiza albifrons,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,true,false,false,false,false,false,false,false,false,very sick - did not land well
Bostrychia hagedash,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha caffra,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Dicrurus adsimilis,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Emberiza flaviventris,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Estrilda astrild,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Gallirex porphyreolophus,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo albigularis,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo rustica,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lanius collaris,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Motacilla aguimp,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Motacilla capensis,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Motacilla clara,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Muscicapa adusta,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ploceus capensis,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,true,false,false,
Prinia hypoxantha,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Psalidoprocne holomelaena,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Pycnonotus tricolor,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Riparia paludicola,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Zosterops capensis,2003.09.22,Merry Pebbles,Sabie,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Anaplectes rubriceps,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,true,false,false,
Aquila rapax,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Aquila wahlbergi,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Dark Form
Ardea alba,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea goliath,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bubulcus ibis,2003.09.23,Long Crested Eagle Lodge,Hazyview,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,true,false,false,false,false,
Bucorvus leadbeateri,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Buphagus erythrorhynchus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Camaroptera brachyura,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Centropus burchellii,2003.09.23,Long Crested Eagle Lodge,Hazyview,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cercotrichas leucophrys,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Ceryle rudis,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Chalcomitra amethystina,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Chrysococcyx klaas,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cinnyris chalybeus,2003.09.23,Long Crested Eagle Lodge,Hazyview,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Coracias caudatus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvinella melanoleuca,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Corythaixoides concolor,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Creatophora cinerea,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,
Cypsiurus parvus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Dicrurus adsimilis,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Dryoscopus cubla,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,true,true,false,false,false,false,false,false,
Egretta garzetta,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Emberiza flaviventris,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Eurocephalus anguitimens,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Gallirex porphyreolophus,2003.09.23,Long Crested Eagle Lodge,Hazyview,Mpumalanga,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Haliaeetus vocifer,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo abyssinica,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,true,false,false,false,false,
Lagonosticta rubricata,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis australis,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis chalybaeus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis nitens,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Leptoptilos crumeniferus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lybius torquatus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Milvus parasitus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Motacilla aguimp,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Numida meleagris,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Onychognathus morio,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Oriolus larvatus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Parus niger,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Phalacrocorax lucidus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Phoeniculus purpureus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Prionops plumatus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Pternistis natalensis,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Pycnonotus tricolor,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia capicola,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia semitorquata,2003.09.23,Long Crested Eagle Lodge,Hazyview,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Terathopius ecaudatus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Tockus leucomelas,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,true,false,false,false,true,false,false,false,false,false,false,
Tockus nasutus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Tockus rufirostris,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Trachyphonus vaillantii,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Turdoides jardineii,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Turtur chalcospilos,2003.09.23,Long Crested Eagle Lodge,Hazyview,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Uraeginthus angolensis,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2003.09.23,Skukuza,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Actitis hypoleucos,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Anas sparsa,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,true,
Apus affinis,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Aquila wahlbergi,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Dark Form -  2 of them
Ardea goliath,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Bucorvus leadbeateri,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Buphagus erythrorhynchus,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cercotrichas leucophrys,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ceryle rudis,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Charadrius tricollaris,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Chrysococcyx klaas,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ciconia episcopus,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cinnyris chalybeus,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Coracias caudatus,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvinella melanoleuca,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corythaixoides concolor,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Dryoscopus cubla,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Egretta garzetta,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Gallirex porphyreolophus,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Halcyon albiventris,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Halcyon chelicuti,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Haliaeetus vocifer,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo abyssinica,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis australis,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis chalybaeus,2003.09.24,Satara,KNP,Mpumalanga,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
