sname,date,location,town,province,country,seen,heard,ringed,dead,photo,male,female,adult,immature,breeding,eggs,nonbreeding,nest,chicks,comments
Pycnonotus tricolor,2006.11.01,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2006.11.01,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2006.11.01,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha caffra,2006.11.02,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Passer melanurus,2006.11.02,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Streptopelia capicola,2006.11.02,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Amadina erythrocephala,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Lybius torquatus,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer melanurus,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Ploceus velatus,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,true,false,false,false,false,
Pycnonotus tricolor,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Trachyphonus vaillantii,2006.11.19,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Chrysococcyx caprius,2006.11.26,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cuculus solitarius,2006.11.26,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Phoeniculus purpureus,2006.11.26,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2006.12.01,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Upupa africana,2006.12.01,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2006.12.08,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Amadina erythrocephala,2006.12.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2006.12.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba guinea,2006.12.08,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer diffusus,2006.12.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ploceus velatus,2006.12.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,true,false,false,false,false,
Pycnonotus tricolor,2006.12.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2006.12.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2006.12.08,Around,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2006.12.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Amadina erythrocephala,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Burhinus capensis,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cuculus solitarius,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cypsiurus parvus,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Dendrocygna viduata,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Lybius torquatus,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer melanurus,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ploceus velatus,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,
Pycnonotus tricolor,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia capicola,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2006.12.10,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Columba guinea,2006.12.11,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Euplectes orix,2006.12.11,Around,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,true,false,true,false,true,false,true,false,false,false,false,
Euplectes progne,2006.12.11,Around,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Columba guinea,2006.12.12,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2006.12.12,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Jynx ruficollis,2006.12.12,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Laniarius ferrugineus,2006.12.12,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Pycnonotus tricolor,2006.12.12,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2006.12.12,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha caffra,2006.12.13,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Passer melanurus,2006.12.13,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Phoeniculus purpureus,2006.12.13,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Sigelus silens,2006.12.13,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Turdus smithi,2006.12.13,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Upupa africana,2006.12.13,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bubulcus ibis,2006.12.14,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lanius collaris,2006.12.14,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea melanocephala,2006.12.16,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Chrysococcyx caprius,2006.12.16,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,Being chased in flight by the masked weaver
Corythaixoides concolor,2006.12.16,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Cypsiurus parvus,2006.12.16,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Hirundo rustica,2006.12.16,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lybius torquatus,2006.12.16,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer domesticus,2006.12.16,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Streptopelia capicola,2006.12.16,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Apus affinis,2006.12.18,Around,Kroonstad,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Apus caffer,2006.12.18,Around,Knysna,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Aquila rapax,2006.12.18,N9,Uniondale,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bubulcus ibis,2006.12.18,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cinnyris afer,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Columba guinea,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albicollis,2006.12.18,N9,Uniondale,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2006.12.18,N1,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus capensis,2006.12.18,N9,Aberdeen,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Egretta garzetta,2006.12.18,N1,Kroonstad,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Elanus caeruleus,2006.12.18,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Euplectes progne,2006.12.18,N1,Kroonstad,Freestate,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Hirundo albigularis,2006.12.18,Around,Knysna,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Larus dominicanus,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Numida meleagris,2006.12.18,N9,Aberdeen,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Petrochelidon spilodera,2006.12.18,Around,Kroonstad,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,cl
Ploceus capensis,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,true,true,true,true,true,false,false,false,false,
Sagittarius serpentarius,2006.12.18,N9,Aberdeen,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sigelus silens,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Spreo bicolor,2006.12.18,N1,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia capicola,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia semitorquata,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sturnus vulgaris,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,true,false,false,false,false,false,It was brown all over
Threskiornis aethiopicus,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Zosterops capensis,2006.12.18,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea melanocephala,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bostrychia hagedash,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cercomela familiaris,2006.12.22,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ciconia ciconia,2006.12.22,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,true,false,false,false,true,false,false,false,false,false,false,
Cinnyris chalybeus,2006.12.22,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Cisticola fulvicapilla,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Colius striatus,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Dendropicos griseocephalus,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,true,true,false,false,false,false,false,false,
Dicrurus adsimilis,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Egretta intermedia,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lybius torquatus,2006.12.22,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Megaceryle maximus,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Phalacrocorax lucidus,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Psalidoprocne holomelaena,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Serinus gularis,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Spermestes cucullatus,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Telophorus zeylonus,2006.12.22,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Threskiornis aethiopicus,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Upupa africana,2006.12.22,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Onychognathus morio,2006.12.26,Garden Opa,Plettenberg Bay,Western Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Actitis hypoleucos,2006.12.31,Swartkops,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Alcedo cristata,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Andropadus importunus,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bradypterus baboecala,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Centropus burchellii,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ceryle rudis,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Charadrius tricollaris,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Chrysococcyx klaas,2006.12.31,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Colius striatus,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Haematopus moquini,2006.12.31,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis nitens,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,true,false,true,false,false,
Larus cirrocephalus,2006.12.31,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,true,false,false,false,false,false,
Larus dominicanus,2006.12.31,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Motacilla capensis,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Muscicapa adusta,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Phalacrocorax capensis,2006.12.31,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Scopus umbretta,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Spermestes cucullatus,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Sterna hirundo,2006.12.31,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: Near Sharks Pier with a grey rump
Tauraco corythaix,2006.12.31,Settlers Park,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2007.01.01,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Alopochen aegyptiaca,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Amadina erythrocephala,2007.01.01,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Bostrychia hagedash,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Bubulcus ibis,2007.01.01,Around,Kroonstad,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Buteo buteo,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ciconia ciconia,2007.01.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus albus,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corvus capensis,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Creatophora cinerea,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,true,false,false,false,
Egretta garzetta,2007.01.01,Around,Port Elizabeth,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,A few flocks of them
Euplectes orix,2007.01.01,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Falco naumanni,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Fulica cristata,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Himantopus himantopus,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Lanius collaris,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Melierax canorus,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Milvus parasitus,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Mirafra fasciolata,2007.01.01,Around,Cradock,Eastern Cape,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Numida meleagris,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Oenanthe monticola,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Passer domesticus,2007.01.01,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Passer melanurus,2007.01.01,Around,Johannesburg,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Phoenicopterus roseus,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Plectropterus gambensis,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Plegadis falcinellus,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Spreo bicolor,2007.01.01,Around,Middelburg,Eastern Cape,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Tadorna cana,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Vanellus armatus,2007.01.01,Around,Bloemfontein,Freestate,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Columba guinea,2007.01.03,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Phoeniculus purpureus,2007.01.03,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia capicola,2007.01.03,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia senegalensis,2007.01.03,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Turdus smithi,2007.01.03,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Upupa africana,2007.01.03,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2007.01.03,Work Mittal,Vereeniging,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Elanus caeruleus,2007.01.05,Around,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Euplectes orix,2007.01.05,Around,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,true,false,false,false,false,
Euplectes progne,2007.01.05,Around,Vereeniging,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Passer melanurus,2007.01.05,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,true,true,false,false,false,false,false,false,
Phoeniculus purpureus,2007.01.05,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Ploceus velatus,2007.01.05,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,true,false,false,
Streptopelia semitorquata,2007.01.05,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Turdus smithi,2007.01.05,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2007.01.05,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Serinus atrogularis,2007.01.07,Around,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Acridotheres tristis,2007.01.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Corythaixoides concolor,2007.01.08,Garden De Jager,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
